"","PN01366PM","PN01367PM","PN01368PM","PN01369PM","PN01370PM","PN01372PM","PN01373PM","PN01374PM","PN01375PM","PN01376PM","PN01377PM","PN01378PM","PN01379PM","PN01380PM","PN01381PM","PN01382PM"
Ene19,-0.101292298450364,0.0440580356350337,-0.680249585917421,0.167723976445085,0.0754054431381755,-0.485329918762546,0.27300017888564,1.78749917045832,0.199789725615426,0.0739030708758376,-0.811664258263889,0.307368323763694,0.237288824015889,-0.0453555878083786,0.0401438711850864,0.116051384589803
Feb19,-0.0488849537966693,0.126678030018021,-1.00048829045994,0.239537768217822,0.204027949035698,0.0632849559635733,0.214894606292755,0.650314421549976,0.180979939028324,0.222600170587092,-0.200788944981723,0.385056307613649,0.120203125348058,0.263181776930697,0.141140958645274,0.0975162387513196
Mar19,0.199757261039553,0.104166259993101,0.167601424314079,-0.151948847754321,0.499671756489433,1.15151543119191,0.943946488038264,-0.10053005192047,0.162924935961595,0.151680162813224,0.119334517755028,4.33444621747391,0.0548102789706348,-0.0633598841418975,0.0682605072024397,0.162723146561391
Abr19,0.287636947309457,0.0248357990262246,1.49799634496926,-0.0776949944888689,0.0419531177299177,0.719651312191066,0.0652125317634617,-0.0692918058103982,0.14136812214375,0.126110406091408,0.0892518802400481,0.00612739967775619,0.121061521534816,0.0724572049633463,0.184153489650717,0.0595863338008733
May19,0.294407090859344,0.0810161705400683,0.780254662121008,0.180062736666017,0.120404314455423,-0.131960092612002,0.166977338689585,-0.0238610322149546,0.0528606728215807,0.0685851413439322,0.00357400624463753,0,0.271034470557206,0.144809485021222,1.27910875665423,0.0733525283091747
Jun19,0.0204394136519447,-0.261100346782352,-0.0189015031980798,-0.329480952404953,0.243430008237369,-1.07260315149523,0.0423723627564835,-0.00313440234596226,0.0144892139618696,0.101129268943042,-0.0572665825453905,0,0.151119895915062,0.0271125169452879,0.109302190020891,0.0106112128967767
Jul19,0.106152207369954,0.0089738513141658,0.416814381980374,0.123135549681304,0.459794161163356,0.0153828831089991,0.179529798690151,0.108126000389191,0.115901979259735,0.110205852772257,0.580751050246683,0,0.15567262153302,-0.108420672208114,0.248012309662849,0.963176869045717
Ago19,0.351470901260861,0.00462177692171061,0.144699735776874,0.29854345497294,0.275097613454359,-0.0748388485262643,-0.0584118000166264,-0.832619034401346,0.0314753978384003,0.11926668374823,-0.0982199473926015,0.134794533511458,0.0971719567771954,0.379884225759713,0.148239769171285,0.649768486452271
Sep19,0.256297059907437,-0.0111076634617835,-0.682483545465179,0.0495125179484009,0.111036111514452,-0.263978412717557,0.0173511265348541,0.222148416178168,0.170628619937013,0.186694863648956,-0.489171475315584,0,0.162183371695642,-0.00901063254635913,0.137296107898484,0.12448648890757
Oct19,0.00211848181978034,-0.0452023190760533,-0.104318116398821,-0.0335002832732722,0.108396065723075,-0.891213687406518,0.409915099692331,1.31809113352913,0.16798239763592,0.18863549396422,0.938681056840549,0.00611877647428689,0.0883505847445025,0.0540686672073704,0.130402632201094,-0.0607611316778607
Nov19,-0.190064384830182,0.0692727709394928,-0.29202350170217,0.100549782476352,0.0785872807186255,0.0580185832913816,0.221959841425457,1.18552103804702,-0.0144144138700052,0.0725173197749308,-0.0265092984398305,0,0.136321910639595,0.0540394487976539,0.0789819413062764,0.104561224020501
Dic19,-0.110668854340258,0.086273939333209,-0.594462969299931,-0.220257419811758,0.0107340025709899,0.338821621833712,0.387062001322136,0.126045642628408,0.12108090500013,0.0352723645521397,1.99933285722695,0.00611840210293841,0.0821919127570236,-0.0270051309749519,-0.0555495417447312,0.104264463955265
Ene20,-0.0549061057625775,0.0256426782025739,-0.139829827343548,0.137513297762611,0.045467450500514,0.0231944481095076,0.0996215638246724,0.0244893707468531,0.12121365467261,0.0866398295712346,-0.768365127771644,0.0428261944419937,0.137104272805104,-0.0360165676211268,2.5825712132287,-0.00264752912321681
Feb20,0.40237452428392,0.0827622154882333,-0.675403381143545,0.12107489311012,0.297802524479557,0.368094156764225,0.0325950698302977,-0.41436575462734,0.0759676365458728,0.117643682530918,0.0656076662077913,0.110077358050303,0.119301546244861,0.225184651414197,0.190680889168746,0.137655437986385
Mar20,1.41712750801655,-0.0223728042779753,-0.783263529574648,-0.226297260297443,0.177606842038941,2.23331496215123,0.420481210524484,-0.0484488226492905,-0.00602691170446463,0.0136425529241421,-0.0220341915653562,1.82038798161386,0.0925959769150774,0.34151163835719,0.0510859933935953,0.0643265046961479
Abr20,1.45443055984221,-0.0310753998527184,-0.189498489660145,-0.446491478632345,0.0980254514043229,-1.30364981986882,0.18947502774388,0,0,0,1.13346235948374,0,0.00584138707387549,-0.412001791312203,0.149338428972997,-0.240686759290692
May20,0.861632973605186,-0.000454945583460272,-3.41862011856834,0.195593116631277,0.154029373264552,0.960982345693787,0.100382484094476,0,0,0,0.596767767678933,0,0,-0.0629553017357391,-0.00257828449019613,-0.0352756738174516
Jun20,0.154191649644367,-0.00412630300071764,-0.972628627573705,-0.0326614847552939,0.277872451326464,-2.77850067880688,0.0631276530570004,0.359265333577329,0,0,0.00723448264279802,0,0,0.12598992080638,0.0335228102717223,-0.0182361435530256
Jul20,-0.109095692118882,0.000216650679292156,-0.852750002074499,0.0783657124248641,0.207869697638849,3.43576046188027,0.112389696778194,0.866537045025236,0.0319889899434328,0,-0.174350622702217,0,0.0137738028632665,0.098867517526507,0.0158216083509359,0.154423562433988
Ago20,0.0343757098817174,-0.000912819551142836,-0.503561156321459,0.0464915337677672,0.435492240207262,-1.65047682738598,0.0579453055574789,0.244370006678457,0.0716466770346238,0.0797146771702785,-0.0505691016837467,0,0.0516793585871137,0.107748944958194,0.0738140011991312,-0.0229415671485412
Sep20,0.0221198916767877,0.0163399079858053,1.75821283801577,-0.0181047700411603,0.097179267877553,0.182682935609506,0.100488245884439,0.402080514819086,0.147534132188968,0.148576489358032,-0.0463427185414568,0,0.083410467764567,-0.00896941429720097,0.183643731415602,0.190055554890251
Oct20,0.00334207463156462,0.00598439992289135,-0.253565553362563,-0.070811034102621,0.249487422781665,-0.457796633378075,0.067438178325463,0.0421743677556913,0.173821892619102,0.170811583518779,-0.0485175176961531,0,0.106319927077362,0.107642626480019,0.326348632850962,0.280427721142095
Nov20,0.367002666569825,0.0057674379837458,0.304887037722818,-0.0419198398995352,0.13179525243596,2.39157278488778,0.3206108951571,1.55019848758726,0.242866394886488,0.240613328877886,0.0773358396661518,0,0.139955034150894,0.0448028673835894,0.133691207984334,0.27877037297346
Dic20,0.0833026978354947,-0.00362862688873209,1.54176877178777,-0.157452887389104,0.0422077150084209,-1.82017647585576,0.421203610374309,0.596375654948415,0.127828137062183,0.333082485140421,1.47589798354834,0,0.243582610062134,-0.0358262427228154,-0.0618866528554207,0.169952390046242
Ene21,0.121241642183869,0.0257377606941422,7.20659956684762,0.110682973370221,0.106808733725708,4.51515066757307,-0.00720724924954107,0.032341701481339,0.12182486308056,0.340956063003647,-0.779686366396045,0,0.110369981529193,0.143356330077904,1.06486579565097,0.183479186720189
Feb21,0.0494075920764832,0.0985503743183887,4.32563156973592,-0.0278871597130498,0.153481051022846,-2.18458805361323,-0.0111252271710864,-0.067927765490383,0.0351147657353035,0.331688045364262,0.175002320303029,-0.26997618850395,0,0.0626286123289624,0.219492169178405,0.0893488254674687
Mar21,0.400605908890253,0.0709462332169909,2.61862199107303,0.370778209034603,0.365216778545492,2.94686556331661,0.596613822448596,0.62521759666389,0.117324751002012,0.285026983002326,-0.0528441814012299,1.87690209570057,0.133439334086504,0.152002861230237,0.753490191218379,0.0872382299127966
Abr21,0.733817796311826,0.0265551704997028,1.05666099899862,0.168293228968273,0.0726023375721259,-2.84079450477672,0.228540153342496,0.764101289023816,0.226089156795561,0.344155391604757,0.221008669114911,0,0.148681004161804,-0.044638871529289,0.1777716312997,0.120089481261109
May21,0.608060809868496,0.0889086847955883,1.26614105429741,0.137590584341698,0.342205575705459,1.13990205604526,-0.0721663383082353,-1.32869815252592,0.178576057159489,0.302585745229,0.299388035887386,0,0.185886340019184,0.205430510896775,0.155205552049809,0.089268955874945
Jun21,1.02182824974125,0.0160146252611726,3.0662441827097,0.419022928690463,0.491737360313988,1.1529407930975,0.184986235032016,0.172761508064625,0.101504301917229,0.219741420409295,0.181297295388568,0,0.274375639439048,0.347624565469273,0.417764617178692,0.00457406118852174
Jul21,1.45599004837504,0.0000172714365937552,7.21056219097418,0.264888647875215,0.425746054770119,2.93829338987806,0.400763701688476,1.05055786044158,0.184059496253042,0.159270914563959,0.57493653483565,0,0.334336328674342,0.115473441108548,0.433613167662732,0.114734736978343
Ago21,1.40790925583749,0.056461755691811,4.11076309471137,0.76747406444794,0.482050907953713,2.43618451910283,0.609989940008097,1.9625939652409,0.217175223416779,0.164947161319119,0.490381217425711,0,0.547441454572853,0.390382397302855,0.581790509097463,0.121863554528028
Sep21,0.759924251822893,0.144486076917264,-3.32750620335369,0.512142745333256,0.287473781636646,1.16742353286027,0.426614373410016,0.836249265220022,0.310087814486618,0.111254972315174,0.101381384393001,0,0.658982520199661,0.0441891294741253,1.11800136947859,0.147272180429005
Oct21,0.526921226248531,0.198912471057784,1.45828493028081,0.405883398964557,0.29445603968935,0.466115226526889,0.701977857488192,2.1436374108952,0.347523197329271,0.188164668625966,0.891088511888814,0,0.632331734595575,-0.203180212014175,0.316656550203192,0.675083092730948
Nov21,0.18675344821536,0.126097665180458,6.64430183678249,0.450930619455416,0.130272397177031,-0.629866151690687,0.355374910467327,0.748337936306129,0.294168030586463,0.157097228914934,0.0912298132507035,0,0.649097864422786,-0.00885190758602569,0.358225008205487,0.210213652673812
Dic21,0.486235540865678,0.209190341075732,4.15345465529827,0.4902574800649,0.306400827322831,0.974415858101623,0.806859534558406,0.097719201197843,0.342312539386347,0.182179562819404,2.95066190330074,0,0.772062385696149,0.5400141643059,0.472181358362293,0.298880764889272
Ene22,1.04522449699201,0.092566837606995,-1.0098194599628,0.656172707424005,0.0611198607989962,-0.692455986182495,0.0355716679579956,0.0276777925050027,0.217714266192999,0.0950059973049946,-1.2237896234676,0,0.748366856513996,-0.211799999999997,0.309867656392001,0.248556416464993
Feb22,1.17231419162937,0.110181720110078,1.75201358943713,0.490885927418692,0.4757255687466,-0.650220979223354,0.27061565843154,0.499734741450186,0.189562370832358,0.11837614741958,-0.260723145887649,0,0.626698231913009,-0.147913280327731,0.736395144184925,0.571305697317695
Mar22,2.40986087309168,0.167718487863842,5.36547622837984,0.477004381830771,0.449087248514002,4.61252784057249,0.926087513926064,0.0961995834711818,0.172806473036276,0.118871888780637,1.18195659169065,2.83788410596,0.748243045038381,-0.164892624090994,0.871805152564068,0.246499754637816
Abr22,2.16543648265585,0.172242552792308,-0.333648700334313,0.446486964731549,0.522554738849669,2.95870610783809,0.564285373887302,0.50133454368868,0.156659649384999,0.617324416581419,1.10732275243622,0.0405630197817157,0.820429343895806,0.106960150307166,0.479699810692795,0.236855739081581
May22,0.732036475140748,0.244429107910631,1.13111585537849,0.417235020572203,0.557936882407877,-2.0341430249926,0.769051124321321,0.386892201872958,0.298113178525908,0.852871315169213,1.72499427919477,0.0362698981917657,1.13176121991053,0.296637869830805,0.509463241494948,1.10741790365063
Jun22,0.802841342783114,0.130979188509498,4.8074803754694,0.303567443276045,0.385497230127228,2.99371868044544,1.04572007862659,0.699824588134533,0.302033002871779,1.5089941288377,3.10578265740361,0.122605306756075,1.0427362880294,0.676524683589287,0.0623781988823986,0.325004963378087
Jul22,1.1965790019836,0.172571792390687,1.34345317619963,0.316142567106934,0.682637265668236,1.99668668133112,0.79706203607326,0.139280746081875,0.182809689351308,1.02022572780066,2.62735900888258,0.0117860021758431,0.809791257049507,0.744278187398193,0.100329580356545,0.207684266103539
Ago22,0.861612259210021,0.261647834830405,-3.89781681894696,0.325347743431937,0.465147604514104,2.56679594885979,0.488451752374572,0.900676445551153,0.322649177646603,1.17614934110758,-0.277493995389571,0.676945861841016,0.636252033782049,0.710942111819887,0.167988873494238,0.452885565974604
Sep22,0.633695494922884,0.246361326411778,-4.24413630535563,0.323821948048953,0.375537247369399,2.02213366407117,0.420078154502618,0.764848188732962,0.244584393863135,0.877230465783651,0.309134071001582,0.0516039554243219,0.653376846806289,0.140655385483961,0.154457130525659,0.247348604620872
Oct22,1.10372575858547,0.323378932589354,0.107811660677476,0.169521499304804,0.667301187541668,-1.24175751237245,0.514087480811082,0.169899932921807,0.199547055785603,0.277919967573229,1.5122928237754,0,0.607425947116797,0.103067657603956,0.412781153312683,0.200513413199818
Nov22,0.10446104995192,0.253105879118055,-0.181536791705032,0.194759955310616,0.509479012278451,1.34438497560202,0.458711578635648,1.19503087061114,0.144708498471469,0.203383610162694,0.169366901314258,0.112259366422505,0.69625290133736,0.0570052957235299,0.25742752350367,0.438833961728986
Dic22,0.934426225806135,0.278534932155303,-3.28355689880202,0.311995480957331,0.426842832956931,2.49210505876123,0.688654642555446,0.556469901458645,0.28408313439255,0.21437503229329,1.76583902252337,0,0.77177715673433,0.0532593240463448,0.73738991919839,0.162585247006939
Ene23,0.63325569189175,0.257159499002113,-2.84256631399391,0.194779695030013,0.289636495005716,0.762682553727455,0.111998840170094,0.342183141750777,0.209121811336343,0.321471777562983,-0.772732583413147,0,0.539338020708099,0.00752070636036863,0.238650796257633,0.447983360552614
Feb23,0.744277194928245,0.23104578736879,0.848984314425467,0.155440399061165,0.346939326380679,0.510499326906851,0.13067841588345,-1.32545503790053,0.260560733429989,0.115917378566623,0.0444026054662458,0.775613621566006,0.543303051749063,0.0648490063159432,0.298211326734282,0.356561456014643
Mar23,1.37135206393251,0.394238756814625,-0.63600875196514,0.167926554776369,0.50042652459535,4.13625210011682,0.917723575101181,-0.151561675539335,0.163553971693617,0.412772173741295,-0.201707814118215,4.78690514488315,0.735689583728032,-0.0874855184704759,0.317128378603909,0.138635079453354
Abr23,2.00500051446884,0.277689588699718,-1.15901589689628,0.0396739839443495,0.269160081041622,1.09594662230869,0.321182625171314,-0.235611968147345,0.202276585521465,0.707174653618136,0.437989717035028,0.0913798289045686,0.782431528637612,-0.0632655775708393,0.203541751404555,0.227158285192202
May23,1.71329761736276,0.385349769461454,-1.68042948800297,0.119980762927784,0.230411604814233,0.473287186178889,0.109133302126867,-0.690287473262652,0.23080448650682,0.225145847035612,-0.0626685485576504,0.0680240082086644,0.699706915131964,-0.346419533213376,0.159917141766832,0.105193035220924
Jun23,0.622399661822353,0.341254207075139,-1.85211854686888,-0.0619504683199316,0.21673243269501,-2.83973843480163,0.265441751664486,-0.114614945456221,0.226439669753969,0.330780795418975,0.119349249757466,0.153017503347646,0.731299371341321,-0.141050502553719,0.171213602796493,0.528160117120717
Jul23,0.260981098096277,0.237528178296533,-2.29662197429081,0.162644229118419,0.0900292818580367,1.16345897729316,0.42263645833019,0.223980336431257,0.278695822095891,0.268867084010666,0.681120489546606,0.0796507053373391,0.601746879304515,-0.190854128706208,1.00622614606806,0.0420801554023074
Ago23,-0.0308395006930587,0.14351147118463,3.7943759938561,0.0196425049176107,0.384586233052597,1.64090305914111,0.0593762300354539,-1.54345481658987,0.208711520322901,0.166730870683164,0.200909748392131,0.356188647430564,0.432959365553573,0.304297164092151,0.288000866817538,0.309151279548193
Sep23,0.174215718782393,0.0855889622025618,2.69030471916013,-0.0328480965892675,0.0903563146223853,-1.44457216375856,0.231031933235479,-0.046775359981937,0.287280027586062,0.290164993780821,0.40636043832047,0.00868235818135531,0.432810306074195,0.115580394111486,0.0807188616979529,0.00882252835484075
Oct23,-0.366613737942737,0.0826512008898047,-0.159264835270169,-0.0890059910027775,0.355153698681738,-3.53785099347712,0.245680366155405,0.0417487155448054,0.195702760614184,0.312922360441305,0.345729112439561,0,0.359519666839796,0.386129900370637,0.338426735615531,-0.103624020439806
Nov23,-0.431135796683401,0.11282656242131,-1.44233817807435,0.0770081550473138,0.124122468574074,-1.98739146639559,0.253299917260887,1.47549331939423,0.109854318413904,0.182282525223053,-0.24488243298604,0,0.267582630747948,-0.134528009746934,0.122242592254697,0.0640229316155868
Dic23,0.07018505199999,0.159967007766711,-1.59264400667549,-0.0839967437107051,0.0846914056655931,1.45067875916289,0.414054273788808,0.0818684766702694,0.158826880731539,-0.0957017887805237,1.9210316428752,0,0.247297729500791,-0.106555197547466,0.0782180552227476,0.093230813935831
Ene24,1.02929446668742,0.114674909330118,-1.68485163331931,0.192676416628964,0.177792772172646,-0.944952657442307,0.0526308940958402,0.00944272379234364,0.250082573437782,0.133154008754599,-0.286919659697919,0,0.250515727811296,0.0149727847618117,0.0863645419670461,0.091981722896119
Feb24,0.555238283640753,0.120094217892919,0.203989659830889,0.196876616899456,0.579348881426379,1.2569563872241,0.449994954236526,0.936115668650304,0.180476745228316,0.510734024340502,0.408472646906969,0.288487869795163,0.338286517761644,0.313598634843006,0.734551969825232,0.242156677244298
Mar24,0.298018610967341,0.108578642358504,2.30802358734814,0.0499805874605478,0.236906577665041,2.99705266173024,0.952646794584055,-0.0410785019127962,0.185462675793627,0.640400573888563,0.809915043335106,4.19899020079817,0.500049827728366,0.0100467025356715,-0.0438240454845603,-0.0363616743738234
Abr24,0.63389919915066,0.00433704180534064,2.94946698450662,0.237587148109653,0.174838019837395,-2.19960760087139,0.152560354423869,0.000198796300139869,0.0605125035054597,0.208799595218531,0.127451655688111,0.164659886094992,0.294230032180651,0.0555926715204617,0.0682428894623453,0.0437409858228068
May24,0.25951912266095,0.0404468777343451,0.559971383769791,0.22353054028003,0.390791606976695,-1.87259612417858,0.0870941204357777,-0.37128451917899,0.0854249048826706,0.0331243529295503,0.108325579975758,0.172425157965604,0.279558056568293,0.0150114291562891,0.0492295149239445,0.0834395941735424
Jun24,0.134579606091427,0.093862353778702,-1.22563246524548,0.171320669249106,0.321328788408259,0.0222518653649504,0.146441136097602,0.00305044866040225,0.105375501579438,0,0.249857763270908,0.0550567626357499,0.204041626402658,0.0992165015169962,0.273637193428243,-0.0905026905483974
Jul24,0.0651734972804333,0.0392718491402477,1.28188920532603,0.107009767002983,0.143504889778165,0.619980641918828,0.190776922685425,0.00720873096718082,0.0706753260987555,-0.00069142165505129,0.588408233319771,0.0646762773473089,0.155606622928387,0.0198625782210815,0.358247226084764,0.129971411162242
Ago24,-0.0902110633418983,0.0450013459602855,0.154060876954447,0.345296059702894,0.0814076408797999,1.88149118512382,0.0776767159971122,0.131704183763611,0.0594155045265065,-0.00119116258696906,-0.163917825909276,0.00260320751293649,0.218261720697056,0.0330003767299671,0.221593267885185,0.0401250838276747
Sep24,-0.645948340235673,0.0415840809177297,-1.46844261944059,0.135502014630581,0.0394517393175995,-1.36947487786517,0.0360353477372167,0.0385978175928241,0.205095504210553,0.0080691132849128,-0.218368707741111,0.000423412437828028,0.158288425301881,0.0752238224990209,0.0400911385614307,0.152686308273184
Oct24,-0.909228386947927,0.0250479439973762,-0.579822915321442,0.242297372830638,0.0340268542220599,-0.51277645448362,0.12617100356672,0.00630623584198788,0.133696472247677,0.0153970424707126,0.337023846203785,0.0115722100759624,0.170368734784511,-0.0680686871397763,0.157418068102488,0.0203181646049101
Nov24,-0.300307672068504,0.0250803898214499,0.917121328509537,0.12898694013121,0.148893317035663,0.244235471482115,0.101416881608972,0.268692230694512,0.221642240679343,0.0353181786772884,-0.210772957835971,0.0807503307744418,0.0933063324428773,0.116963275283088,0.477120961371111,0.0218210726451533
Dic24,0.250170963524061,0.00902090975827207,-0.0289795506770902,-0.0535796560762385,0.0157284735812016,-1.41448076532044,0.45002452028071,0.050233336397329,0.170365526705379,0.00198893603362691,2.03699905844033,0.011231350655615,0.191660937152772,-0.119936824201194,0.464999042790931,0.185668967201312
